"year","saleID","saleprice","log_saleprice","error_log_saleprice","age","enghours","johndeere","spring","summer","winter","horsepower","squared_horsepower","diesel","fwd","manual","cab"
2000,150,9600,9.16951837745593,0.0852556154627688,4,27,0,0,0,0,52,2704,1,0,0,NA
2000,151,9300,9.13776967914135,0.512050881423805,31,4788,0,0,0,0,187,34969,1,0,1,1
2000,152,9100,9.11602969250494,-0.0595179231599499,32,12370,0,0,1,0,150,22500,1,0,1,1
2000,153,9000,9.10497985631836,0.250386364477245,30,9042,0,0,0,0,163,26569,1,0,1,1
2000,154,8800,9.0825070004663,-0.0227585107215873,22,9470,0,0,0,0,90,8100,1,0,1,1
2000,155,8600,9.0595174822416,-0.0388638874305123,33,8975,0,0,0,0,130,16900,1,0,1,1
2000,156,8100,8.99961934066053,-0.168046739694542,32,6600,0,0,0,0,90,8100,1,0,1,1
2000,157,8000,8.98719682066197,0.347503606204633,18,1157,0,0,0,0,66,4356,1,0,1,1
2000,158,8000,8.98719682066197,0.505461958890479,12,1489,0,0,0,0,62,3844,1,0,1,1
2000,159,7900,8.97461803845511,-0.341989312024106,18,1275,0,0,0,0,44,1936,1,0,1,NA
2000,160,7400,8.90923527919226,0.858253701366751,29,7500,0,0,0,0,217,47089,1,0,1,1
2000,161,7400,8.90923527919226,0.12168319359116,17,3900,0,0,1,0,95,9025,1,0,1,NA
2000,162,7400,8.90923527919226,-0.340280567549865,15,1370,0,0,0,0,28,784,1,0,0,NA
2000,163,7300,8.89562962713648,-0.305772449275699,23,4527,0,0,1,0,72,5184,1,0,1,NA
2000,164,7000,8.85366542803745,0.581876288957075,31,6170,0,0,0,0,162,26244,1,0,1,1
2000,165,6700,8.80986280537906,0.099938121524703,11,750,0,0,1,0,45,2025,1,0,0,NA
2000,166,6500,8.77955745588373,-0.317419351071701,28,1201,0,0,1,0,62,3844,1,0,1,NA
2000,167,6300,8.74830491237962,0.912813753682466,33,3955,0,0,1,0,195,38025,1,0,1,1
2000,168,6100,8.7160440501614,-0.386650861161872,30,2457,0,0,0,0,61,3721,1,0,1,NA
2000,169,6100,8.7160440501614,-0.278242413896805,27,550,0,0,1,0,53,2809,1,0,1,NA
2000,170,5600,8.63052187672324,0.475344065005014,33,5521,0,0,1,0,122,14884,1,0,1,1
2000,171,5500,8.61250337122056,-0.248119515027081,32,877,0,0,0,0,65,4225,1,0,1,NA
2000,172,5300,8.57546209954021,0.0920306185162243,15,1493,0,0,1,0,38,1444,1,0,0,NA
2000,173,4500,8.41183267575841,-0.0709711641452095,20,2376,0,0,0,0,27,729,1,0,1,NA
2000,174,4250,8.35467426191846,-0.0685504917497806,26,3084,0,0,1,0,45,2025,1,0,1,NA
2000,175,4250,8.35467426191846,0.275915187503301,17,713,0,0,0,0,38,1444,1,0,1,NA
2000,176,4000,8.29404964010203,0.0453831786587724,21,8283,0,0,0,0,55,3025,1,0,1,NA
2000,177,3800,8.24275634571448,0.0554434968881541,21,8332,0,0,0,0,51,2601,1,0,1,NA
2000,178,3500,8.1605182474775,0.0246388842705958,27,7200,0,0,0,0,56,3136,1,0,1,NA
2000,179,3000,8.00636756765025,0.29230357661589,26,6483,0,0,0,0,61,3721,1,0,1,NA
2000,180,1750,7.46737106691756,1.10239394048354,18,5325,0,0,1,0,55,3025,1,0,1,NA
2000,181,1500,7.3132203870903,0.926089902415396,19,6833,0,0,0,0,32,1024,1,0,1,NA
2000,182,17250,9.75556742245951,-0.0132520191867638,4,350,1,0,0,0,75,5625,1,0,1,NA
2000,183,9900,9.20029003612268,-0.417526304952984,24,8604,1,0,0,0,85,7225,1,0,1,NA
2000,184,9200,9.12695876303713,-0.20188506719269,24,5870,1,0,1,0,88,7744,1,0,1,NA
2000,185,9200,9.12695876303713,-0.555948282181657,27,9001,1,0,0,0,75,5625,1,0,1,NA
2000,186,9100,9.11602969250494,0.210974338037277,22,4300,1,0,1,0,120,14400,1,0,1,NA
2000,187,5500,8.61250337122056,0.131984089140028,33,1681,1,0,0,0,33,1089,1,0,1,1
2000,188,3300,8.10167774745457,0.134139309033607,30,3530,1,0,0,0,28,784,1,0,0,NA
2000,189,2800,7.9373746961633,0.227412706740686,33,1228,1,0,0,0,22,484,1,0,1,NA
2000,190,17000,9.74096862303835,-0.483618517971321,31,6441,0,1,0,0,138,19044,1,0,1,1
2000,191,16300,9.69892038679485,-0.0645007791902135,22,5316,0,1,0,0,140,19600,1,0,1,1
2000,192,16100,9.68657455097255,-0.599646266465953,24,6559,0,1,0,0,87,7569,1,0,1,1
2000,193,13500,9.51044496442652,-0.51095027262163,27,5100,0,1,0,0,82,6724,1,0,1,1
2000,194,12000,9.39266192877014,-0.0632282813709217,14,7622,0,1,0,0,80,6400,1,0,1,1
2000,195,10600,9.26860928010016,0.0349884104112981,31,9438,0,1,0,0,163,26569,1,0,1,1
2000,196,9500,9.15904707758863,-0.127278278630325,15,3477,0,1,0,0,85,7225,1,0,1,NA
2000,197,9000,9.10497985631836,0.0317487183262131,8,888,0,1,0,0,58,3364,1,0,1,NA
2000,198,8700,9.07107830464268,-0.134912098742278,11,128,0,1,0,0,45,2025,1,0,1,NA
2000,199,8600,9.0595174822416,-0.291890142862016,19,4500,0,1,0,0,76,5776,1,0,0,NA
2000,200,6400,8.76405326934776,1.14902157686743,27,5716,0,1,0,0,217,47089,1,0,1,1
2000,201,5250,8.56598335558567,0.289593695692123,31,6859,0,1,0,0,90,8100,1,0,1,1
2000,202,5100,8.53699581871242,0.102506365139657,33,9479,0,1,0,0,86,7396,1,0,1,1
2000,203,2600,7.86326672400957,0.936141012305097,14,1350,0,1,0,0,47,2209,1,0,1,NA
2000,204,10000,9.21034037197618,-0.32889388479744,27,3800,1,1,0,0,85,7225,1,0,1,NA
2000,205,7900,8.97461803845511,0.168547381881966,33,9264,1,1,0,0,111,12321,1,0,1,1
2000,206,6600,8.79482492801452,-0.486918925136923,33,4647,1,1,0,0,50,2500,1,0,1,NA
2000,207,120000,11.6952470217642,-0.587277419585295,7,5038,0,0,1,0,510,260100,1,1,1,1
2000,208,109000,11.5991031612113,-0.467166222628695,6,1003,0,0,0,0,221,48841,1,1,0,1
2000,209,96000,11.47210347045,-0.456495978069755,7,2221,0,0,0,0,215,46225,1,1,0,1
2000,210,74600,11.2198957861919,-0.51995751469488,8,4257,0,0,0,0,180,32400,1,1,0,1
2000,211,46000,10.7363966754712,-0.486914133041639,6,2872,0,0,1,0,100,10000,1,1,0,1
2000,212,45500,10.725467604939,0.118056376491422,19,6131,0,0,0,0,350,122500,1,1,1,1
2000,213,43100,10.6712782760918,-0.497103028363401,17,3800,0,0,0,0,145,21025,1,1,1,1
2000,214,42500,10.6572593549125,-0.312977970025964,5,460,0,0,0,0,95,9025,1,1,0,1
2000,215,42400,10.65490364122,-0.0980082046110837,15,7595,0,0,0,0,225,50625,1,1,1,1
2000,216,41700,10.6382564077869,-0.185387099750185,19,4990,0,0,0,0,210,44100,1,1,0,1
2000,217,41700,10.6382564077869,-0.117464698302797,7,391,0,0,1,0,125,15625,1,1,0,1
2000,218,37200,10.5240640402612,0.0197777881085344,9,6390,0,0,1,0,175,30625,1,1,1,1
2000,219,36500,10.5050675395706,-0.352891035181139,8,3517,0,0,1,0,100,10000,1,1,0,1
2000,220,36100,10.494048144321,-0.527404520850766,4,784,0,0,0,0,105,11025,1,1,1,NA
2000,221,35600,10.4801009168401,-0.0454767686580038,18,6849,0,0,1,0,215,46225,1,1,1,1
2000,222,33900,10.4311702933685,-0.137942005464751,6,26,0,0,0,0,91,8281,1,1,0,1
2000,223,27500,10.2219412836547,0.106170654149167,11,721,0,0,0,0,120,14400,1,1,0,1
2000,224,27100,10.2072890068678,0.171354416320122,25,11685,0,0,0,0,335,112225,1,1,1,1
2000,225,24100,10.0899671194787,-0.589373575165444,4,9,0,0,1,0,50,2500,1,1,1,NA
2000,226,23750,10.0753378094628,-0.0800100412659521,18,7194,0,0,0,0,145,21025,1,1,1,1
2000,227,21100,9.95702831946416,-0.572590603706177,27,5350,0,0,1,0,97,9409,1,1,1,1
2000,228,20900,9.9475044379529,-0.382012314080804,5,399,0,0,1,0,62,3844,1,1,0,NA
2000,229,20700,9.93788897925346,-0.203616832069281,28,3042,0,0,0,0,133,17689,1,1,1,1
2000,230,19500,9.87816974455184,-0.558434572040914,23,9573,0,0,0,0,94,8836,1,1,1,1
2000,231,19400,9.87302834505142,0.233621429866647,10,3924,0,0,1,0,105,11025,1,1,0,1
2000,232,19100,9.85744361403472,0.711309578124117,25,7200,0,0,1,0,335,112225,1,1,1,1
2000,233,18600,9.83091685970129,-0.642283761235078,23,13869,0,0,0,0,100,10000,1,1,1,1
2000,234,18500,9.82552601106642,-0.376493762615782,19,9008,0,0,1,0,90,8100,1,1,1,1
2000,235,18250,9.81192035901064,0.483987721352001,7,1935,0,0,1,0,105,11025,1,1,1,1
2000,236,18000,9.7981270368783,-0.110085972757688,17,5020,0,0,0,0,90,8100,1,1,1,1
2000,237,18000,9.7981270368783,-0.0825415780101775,2,5,0,0,0,0,65,4225,1,1,1,NA
2000,238,17700,9.78131991856192,-0.333735957994762,23,4914,0,0,0,0,86,7396,1,1,1,1
2000,239,17500,9.76995615991161,0.170205810089021,5,673,0,0,1,0,52,2704,1,1,1,1
2000,240,17250,9.75556742245951,-0.144763456723357,22,6300,0,0,0,0,108,11664,1,1,1,1
2000,241,17100,9.74683374249075,-0.271941164584483,22,5922,0,0,0,0,90,8100,1,1,0,1
2000,242,17000,9.74096862303835,0.492577655310715,11,105,0,0,0,0,105,11025,1,1,1,1
2000,243,16750,9.72615353725321,-0.254258646794687,21,8837,0,0,1,0,100,10000,1,1,1,1
2000,244,16500,9.71111565988867,-0.413500119080515,23,8452,0,0,0,0,86,7396,1,1,1,1
2000,245,16000,9.68034400122192,-0.0920995630628241,9,2582,0,0,0,0,90,8100,1,1,1,NA
2000,246,16000,9.68034400122192,0.170976618226469,8,293,0,0,1,0,52,2704,1,1,1,1
2000,247,15100,9.62245002280302,0.0858626148125463,8,2500,0,0,1,0,47,2209,1,1,1,1
2000,248,15000,9.61580548008435,0.561071320830457,9,90,0,0,0,0,90,8100,1,1,1,1
2000,249,15000,9.61580548008435,0.0429247887017361,13,710,0,0,0,0,52,2704,1,1,1,1
2000,250,14800,9.60238245975221,0.268151444018514,16,1540,0,0,0,0,90,8100,1,1,1,1
2000,251,14750,9.59899836176797,0.208132419927868,12,6337,0,0,0,0,90,8100,1,1,1,1
2000,252,14100,9.55393007636626,0.302372995656992,12,1586,0,0,0,0,73,5329,1,1,0,1
2000,253,14000,9.5468126085974,0.853018233146869,18,17543,0,0,1,0,355,126025,1,1,1,1
2000,254,14000,9.5468126085974,0.244179228010104,7,2452,0,0,0,0,105,11025,1,1,1,NA
2000,255,13900,9.53964411911878,0.0925233524281452,22,5796,0,0,0,0,108,11664,1,1,1,1
2000,256,13500,9.51044496442652,-0.145675876146015,7,270,0,0,1,0,48,2304,1,1,1,NA
2000,257,13500,9.51044496442652,-0.27507400470413,5,395,0,0,0,0,29,841,1,1,1,NA
2000,258,13000,9.47270463644367,-0.0426059706276281,6,948,0,0,0,0,54,2916,1,1,1,NA
2000,259,12700,9.44935727244668,0.429975903151551,5,1176,0,0,0,0,48,2304,1,1,1,1
2000,260,12500,9.43348392329039,-0.00559269174004839,13,3805,0,0,0,0,42,1764,1,1,1,1
2000,261,12100,9.40096073158483,-0.520505340115992,17,1785,0,0,1,0,41,1681,1,1,1,NA
2000,262,11500,9.35010231435134,0.460660256767593,10,291,0,0,0,0,55,3025,1,1,1,1
2000,263,11000,9.30565055178051,-0.0912814693408635,16,17020,0,0,0,0,90,8100,1,1,1,1
2000,264,10700,9.27799902045,-0.232189879767315,11,1388,0,0,1,0,35,1225,1,1,0,NA
2000,265,10000,9.21034037197618,0.0920795819041729,19,3091,0,0,1,0,100,10000,1,1,1,NA
2000,266,10000,9.21034037197618,0.326289989501396,26,2785,0,0,0,0,98,9604,1,1,1,1
2000,267,10000,9.21034037197618,0.686236697585359,11,2964,0,0,1,0,80,6400,1,1,1,1
2000,268,9800,9.19013766465866,0.0629766005337764,4,56,0,0,0,0,26,676,1,1,0,NA
2000,269,9750,9.18502256399189,0.131087351410763,7,2350,0,0,1,0,52,2704,1,1,0,NA
2000,270,9500,9.15904707758863,-0.457566454333449,18,259,0,0,0,0,21,441,1,1,1,NA
2000,271,9100,9.11602969250494,-0.37367460905141,24,1391,0,0,0,0,50,2500,1,1,1,NA
2000,272,9100,9.11602969250494,-0.194701975884929,12,1031,0,0,0,0,25,625,1,1,0,NA
2000,273,9000,9.10497985631836,0.143978423426647,11,633,0,0,1,0,52,2704,1,1,1,NA
2000,274,9000,9.10497985631836,0.211131243969808,4,55,0,0,0,0,32,1024,1,1,0,NA
2000,275,9000,9.10497985631836,0.206550714088788,3,1,0,0,1,0,28,784,1,1,0,NA
2000,276,8600,9.0595174822416,-0.125788025646383,11,557,0,0,1,0,21,441,1,1,0,NA
2000,277,8500,9.04782144247841,0.282318870589661,7,2019,0,0,1,0,52,2704,1,1,1,NA
2000,278,8000,8.98719682066197,0.627404098188716,6,2348,0,0,1,0,80,6400,1,1,0,NA
2000,279,8000,8.98719682066197,-0.112148257838914,16,1290,0,0,0,0,35,1225,1,1,0,NA
2000,280,8000,8.98719682066197,0.172142795025426,6,2348,0,0,1,0,33,1089,1,1,0,NA
2000,281,7800,8.96187901267768,0.675227016461996,30,8486,0,0,0,0,162,26244,1,1,1,1
2000,282,7600,8.93590352627442,-0.0124564142366737,12,981,0,0,1,0,25,625,1,1,0,NA
2000,283,7500,8.9226582995244,0.221629766323664,11,273,0,0,0,0,40,1600,1,1,1,NA
2000,284,7500,8.9226582995244,0.207866713384309,7,970,0,0,0,0,28,784,1,1,0,NA
2000,285,7000,8.85366542803745,0.348756853880689,10,681,0,0,0,0,44,1936,1,1,1,NA
2000,286,7000,8.85366542803745,0.247578315657206,7,159,0,0,1,0,22,484,1,1,0,NA
2000,287,6750,8.81729778386658,0.411036609394159,4,140,0,0,1,0,24,576,1,1,0,NA
2000,288,183500,12.1199699464768,-0.373996737337297,3,467,1,0,0,0,270,72900,1,1,1,1
2000,289,162500,11.9984332807519,-0.599600530761364,5,1511,1,0,0,0,215,46225,1,1,1,1
2000,290,47000,10.7579028806922,-0.0967844037699681,5,1650,1,0,0,0,105,11025,1,1,1,1
2000,291,33000,10.4042628404486,0.546009476953907,18,8975,1,0,1,0,300,90000,1,1,1,1
2000,292,33000,10.4042628404486,0.101769700868232,5,430,1,0,0,0,81,6561,1,1,1,1
2000,293,10800,9.28730141311231,0.259245822582344,4,63,1,0,0,0,27,729,1,1,1,NA
2000,294,6400,8.76405326934776,0.247071342765786,29,5336,1,0,1,0,85,7225,1,1,1,NA
2000,295,122100,11.7125956600988,-0.401641516013987,2,1620,0,1,0,0,235,55225,1,1,0,1
2000,296,110000,11.6082356447746,-0.201483414977066,4,1360,0,1,0,0,275,75625,1,1,1,1
2000,297,105000,11.5617156291397,-0.149325807530996,4,1227,0,1,0,0,275,75625,1,1,1,1
2000,298,48000,10.77895628989,0.0786041741001249,9,7056,0,1,0,0,240,57600,1,1,1,1
2000,299,45000,10.7144177687525,-0.288268245558049,5,513,0,1,0,0,105,11025,1,1,0,1
2000,300,42750,10.6631244743649,-0.641708807060782,29,3918,0,1,0,0,187,34969,1,1,1,1
2000,301,41100,10.6237634004843,-0.272699950261025,5,300,0,1,0,0,95,9025,1,1,1,1
2000,302,39800,10.5916221912725,0.0396990516897127,14,7750,0,1,0,0,235,55225,1,1,1,1
2000,303,36900,10.5159668300286,-0.207585007390122,18,9224,0,1,0,0,210,44100,1,1,0,1
2000,304,35000,10.4631033404715,-0.213422711948107,7,636,0,1,0,0,93,8649,1,1,1,1
2000,305,32000,10.3734911817819,-0.262036967813007,4,410,0,1,0,0,65,4225,1,1,0,1
2000,306,31500,10.3577428248137,0.0612414331078313,4,325,0,1,0,0,99,9801,1,1,1,1
2000,307,30100,10.312280450737,0.486631008707043,18,8230,0,1,0,0,360,129600,1,1,1,1
2000,308,28400,10.2541444241493,0.0370061524706902,25,2595,0,1,0,0,200,40000,1,1,1,1
2000,309,28200,10.2470772569262,-0.228706247532038,13,4497,0,1,0,0,110,12100,1,1,1,1
2000,310,27000,10.2035921449865,-0.2348510743233,3,178,0,1,0,0,98,9604,1,1,1,NA
2000,311,25100,10.1306231251199,0.1331212338927,5,2360,0,1,0,0,95,9025,1,1,1,1
2000,312,25100,10.1306231251199,0.0805417882946422,6,1757,0,1,0,0,90,8100,1,1,1,1
2000,313,24800,10.1185989321531,0.424277846284795,23,9067,0,1,0,0,325,105625,1,1,1,1
2000,314,24250,10.0961718963656,-0.0039369047931519,14,9037,0,1,0,0,150,22500,1,1,1,1
2000,315,22800,10.0345158149425,-0.264731116672662,21,1010,0,1,0,0,96,9216,1,1,1,1
2000,316,22000,9.99879773234045,-0.183957944875324,8,689,0,1,0,0,50,2500,1,1,1,1
2000,317,21000,9.95227771670556,0.277729572615915,8,680,0,1,0,0,95,9025,1,1,0,1
2000,318,20100,9.90847509404717,-0.0841978636167564,17,9467,0,1,0,0,130,16900,1,1,0,1
2000,319,17500,9.76995615991161,0.829110385462332,21,9392,0,1,0,0,325,105625,1,1,1,1
2000,320,17100,9.74683374249075,-0.160982757513477,28,3458,0,1,0,0,116,13456,1,1,1,1
2000,321,14000,9.5468126085974,0.575023206716754,32,4380,0,1,0,0,230,52900,1,1,1,1
2000,322,12600,9.44145209293957,0.480894787696259,7,3500,0,1,0,0,70,4900,1,1,1,1
2000,323,12500,9.43348392329039,-0.0480587737214009,5,727,0,1,0,0,45,2025,1,1,0,NA
2000,324,12400,9.42545175159313,-0.123796606799864,5,304,0,1,0,0,35,1225,1,1,1,NA
2000,325,10600,9.26860928010016,-0.170106692886964,6,1301,0,1,0,0,23,529,1,1,0,NA
2000,326,10500,9.25913053614561,-0.0760279088736908,11,1722,0,1,0,0,50,2500,1,1,0,NA
2000,327,9000,9.10497985631836,0.279038861289367,6,171,0,1,0,0,46,2116,1,1,1,NA
2000,328,6500,8.77955745588373,0.244669812870368,11,1409,0,1,0,0,33,1089,1,1,1,NA
2000,329,5000,8.51719319141624,0.916863527481949,5,286,0,1,0,0,48,2304,1,1,1,NA
2000,330,5000,8.51719319141624,-0.0341647039592488,23,4028,0,1,0,0,32,1024,1,1,1,NA
2000,331,3800,8.24275634571448,0.294597502488111,20,2227,0,1,0,0,20,400,1,1,0,NA
2000,332,2e+05,12.2060726455302,-0.411926665471197,2,1148,1,1,0,0,491,241081,1,1,1,1
2000,333,65600,11.0913309749322,-0.272673721155954,18,5624,1,1,0,0,225,50625,1,1,1,1
2000,334,28800,10.268130666124,-0.198238516440362,17,4512,1,1,0,0,99,9801,1,1,1,1
2000,335,7900,8.97461803845511,0.715436288422415,16,9320,1,1,0,0,75,5625,1,1,1,1
2000,336,7550,8.92930284224307,0.29065847868603,12,916,1,1,0,0,26,676,1,1,0,NA
2000,337,33000,10.4042628404486,-0.448389411552753,5,271,0,0,0,1,80,6400,1,0,0,1
2000,338,27900,10.2363819678095,-0.388691358032908,8,1400,0,0,0,1,85,7225,1,0,0,1
2000,339,27000,10.2035921449865,-0.62886715907757,30,6400,0,0,0,1,180,32400,1,0,1,1
2000,340,18700,9.83627880284268,0.0295107586062091,6,1145,0,0,0,1,78,6084,1,0,0,1
2000,341,17500,9.76995615991161,-0.180553548320374,26,5400,0,0,0,1,154,23716,1,0,1,1
2000,342,12300,9.41735454136051,-0.30784209519085,6,165,0,0,0,1,45,2025,1,0,0,NA
2000,343,12000,9.39266192877014,-0.395667673921317,14,3000,0,0,0,1,75,5625,1,0,1,NA
2000,344,9600,9.16951837745593,0.0448577928873508,4,48,0,0,0,1,48,2304,1,0,0,NA
2000,345,9200,9.12695876303713,0.18416648944079,32,4690,0,0,0,1,140,19600,1,0,1,1
2000,346,7300,8.89562962713648,0.0344622109929098,33,6453,0,0,0,1,105,11025,1,0,1,1
2000,347,7300,8.89562962713648,-0.151832576881729,22,18744,0,0,0,1,99,9801,1,0,1,1
2000,348,6000,8.69951474821019,-0.570390195051472,30,5125,0,0,0,1,52,2704,1,0,1,NA
2000,349,4700,8.45531778769815,0.664663327512228,33,5188,0,0,0,1,122,14884,1,0,1,1
2000,350,4200,8.34283980427146,0.622912696678275,5,757,0,0,0,1,30,900,1,0,1,NA
2000,351,4100,8.3187422526924,-0.0506078774311653,31,3750,0,0,0,1,64,4096,1,0,1,NA
2000,352,3500,8.1605182474775,0.138147751223869,30,4078,0,0,0,1,65,4225,1,0,1,NA
2000,353,3500,8.1605182474775,0.0530835168555068,29,2319,0,0,0,1,45,2025,1,0,1,NA
2000,354,3000,8.00636756765025,0.0067324067196779,31,9543,0,0,0,1,63,3969,1,0,1,NA
2000,355,15700,9.6614159913364,-0.329237901462882,28,3736,1,0,0,1,85,7225,1,0,1,1
2000,356,12000,9.39266192877014,0.111024749548418,3,22,1,0,0,1,45,2025,1,0,1,NA
2000,357,135000,11.8130300574206,-0.585664891067818,2,128,0,0,0,1,205,42025,1,1,0,1
2000,358,117500,11.6741936125664,-0.223441283136088,5,2825,0,0,0,1,333,110889,1,1,1,1
2000,359,101250,11.5253479849688,-0.333915022598459,4,1250,0,0,0,1,221,48841,1,1,1,1
2000,360,95000,11.4616321705827,-0.47874045410849,5,7297,0,0,0,1,535,286225,1,1,1,1
2000,361,58600,10.9784899755651,-0.118326366283883,7,2699,0,0,0,1,190,36100,1,1,1,1
2000,362,36000,10.4912742174382,-0.229945969201891,5,2417,0,0,0,1,95,9025,1,1,0,1
2000,363,35100,10.465956409454,-0.220221323320219,4,78,0,0,0,1,78,6084,1,1,0,1
2000,364,32600,10.3920675673548,-0.238657320681806,4,85,0,0,0,1,68,4624,1,1,1,1
2000,365,20000,9.90348755253613,-0.209217394196974,21,4769,0,0,0,1,106,11236,1,1,1,1
2000,366,19500,9.87816974455184,-0.266698936462113,24,2670,0,0,0,1,98,9604,1,1,1,1
2000,367,15200,9.62905070683437,-0.128499550429421,4,10,0,0,0,1,50,2500,1,1,1,NA
2000,368,14000,9.5468126085974,-0.337799153179324,6,931,0,0,0,1,32,1024,1,1,1,NA
2000,369,13500,9.51044496442652,1.71692020192623,2,128,0,0,0,1,205,42025,1,1,1,1
2000,370,13000,9.47270463644367,-0.595971607408691,15,850,0,0,0,1,30,900,1,1,1,NA
2000,371,5000,8.51719319141624,1.70220277745635,5,300,0,0,0,1,80,6400,1,1,1,1
2000,372,48700,10.7934343090707,0.416813139437107,18,4985,1,0,0,1,350,122500,1,1,1,1
